	id.base	id.uniprot	id.ensembl	id.entrez	id.HGNC	id.longname	group	family	subfamily	branch.val	branch.group	branch.col	node.x	node.y	node.group.col	node.val.col	node.val.radius	node.radius	node.col	node.strokewidth	node.strokecol	text.x	text.y	text.col	text.font	text.size	text.label	node.opacity	node.selected	branch.coords
367	PKN2	Q16513	ENSG00000065243	5586	PKN2	Serine/threonine-protein kinase N2	AGC	PKN		0	none	#D3D3D3	617.23	431.459	none	0	0	5	#D3D3D3	1	black	613.8427	432.6385	black	'Roboto-Bold'	3.25	PKN2/PRK2	1	-1	M 612.05,430.58 C 610.1,431.65 607.74,431.68 605.46,431.49 C 603.13,431.3 600.74,431.18 598.37,431.52 C 597.78,431.6 597.19,431.71 596.61,431.85 C 596.28,431.94 595.95,431.86 595.57,431.7 C 595.36,431.6 594.94,431.4 594.94,431.4 C 586.29,427.26 577.53,423.35 568.73,419.53 C 557.87,414.83 546.99,410.22 536.24,405.32 C 514.77,395.55 493.63,384.74 474.89,370.48 C 472.55,368.7 470.26,366.87 468.01,364.98 C 466.89,364.04 465.77,363.08 464.67,362.11 C 463.52,361.1 462.36,360.2 461.35,359.24 C 459.34,357.45 458.19,354.87 456.94,352.19 C 456.34,350.88 455.85,349.5 455.44,348.09 C 452.43,335.26 450.23,322.26 449,309.15 L 446,309.44 C 446.15,310.98 446.33,312.52 446.51,314.06 C 447.52,322.51 448.92,330.91 450.66,339.23 C 451.03,341.02 451.41,342.8 451.8,344.58 C 452.03,345.62 452.28,346.67 452.56,347.71 C 453.08,349.6 453.71,351.48 454.56,353.3 C 455.2,354.64 455.84,356.01 456.63,357.36 C 457.13,358.23 457.75,359.12 458.44,359.91 C 458.81,360.34 459.2,360.74 459.61,361.1 C 460.76,362.17 461.94,363.07 463.02,364 C 464.14,364.98 465.28,365.94 466.43,366.89 C 468.73,368.78 471.07,370.62 473.45,372.41 C 492.54,386.69 513.9,397.38 535.51,406.99 C 546.33,411.81 594.09,432.51 594.09,432.51 C 594.67,432.71 595.7,433.03 596.85,432.83 C 597.09,432.77 597.33,432.72 597.58,432.67 C 597.9,432.61 598.21,432.55 598.53,432.5 C 600.78,432.15 603.09,432.24 605.41,432.41 C 607.74,432.57 610.28,432.55 612.48,431.32 Z
368	PKN3	Q6P5Z2	ENSG00000160447	29941	PKN3	Serine/threonine-protein kinase N3	AGC	PKN		0	none	#D3D3D3	612.708	436.343	none	0	0	5	#D3D3D3	1	black	609.1985	437.4639	black	'Roboto-Bold'	3.25	PKN3	1	-1	M 607.64,434.48 C 606.73,434.87 605.62,434.69 604.65,434.26 C 603.66,433.82 602.76,433.13 601.73,432.53 C 601.58,432.44 601.42,432.35 601.25,432.27 C 600.32,431.8 599.24,431.48 598.19,431.55 H 598.18 C 597.66,431.63 597.13,431.73 596.61,431.85 C 596.28,431.94 595.95,431.86 595.57,431.7 C 595.36,431.6 594.94,431.4 594.94,431.4 C 586.29,427.26 577.53,423.35 568.73,419.53 C 557.87,414.83 546.99,410.22 536.24,405.32 C 514.77,395.55 493.63,384.74 474.89,370.48 C 472.55,368.7 470.26,366.87 468.01,364.98 C 466.89,364.04 465.77,363.08 464.67,362.11 C 463.52,361.1 462.36,360.2 461.35,359.24 C 459.34,357.45 458.19,354.87 456.94,352.19 C 456.34,350.88 455.85,349.5 455.44,348.09 C 452.43,335.26 450.23,322.26 449,309.15 L 446,309.44 C 446.15,310.98 446.33,312.52 446.51,314.06 C 447.52,322.51 448.92,330.91 450.66,339.23 C 451.03,341.02 451.41,342.8 451.8,344.58 C 452.03,345.62 452.28,346.67 452.56,347.71 C 453.08,349.6 453.71,351.48 454.56,353.3 C 455.2,354.64 455.84,356.01 456.63,357.36 C 457.13,358.23 457.75,359.12 458.44,359.91 C 458.81,360.34 459.2,360.74 459.61,361.1 C 460.76,362.17 461.94,363.07 463.02,364 C 464.14,364.98 465.28,365.94 466.43,366.89 C 468.73,368.78 471.07,370.62 473.45,372.41 C 492.54,386.69 513.9,397.38 535.51,406.99 C 546.33,411.81 594.09,432.51 594.09,432.51 C 594.67,432.71 595.7,433.03 596.85,432.83 C 597.09,432.77 597.33,432.72 597.58,432.67 C 597.8,432.63 598.02,432.59 598.24,432.55 C 599.3,432.47 600.34,432.8 601.29,433.34 C 602.24,433.87 603.19,434.59 604.3,435.07 C 605.4,435.55 606.75,435.8 607.99,435.26 Z
369	PKR	P19525	ENSG00000055332	5610	EIF2AK2	Interferon-induced	Other	PEK		0	none	#D3D3D3	364.093	249.947	none	0	0	5	#D3D3D3	1	black	360.7433	251.1473	black	'Roboto-Bold'	3.25	PKR	1	-1	M 445.9,309.44 C 445.87,308.96 445.87,308.47 445.88,307.98 C 445.86,307.99 445.83,307.99 445.81,307.99 C 445.45,307.94 444.74,307.74 444.74,307.74 C 443.82,307.49 442.9,307.14 441.99,306.76 C 440.16,305.99 438.38,304.95 436.66,303.9 C 434.94,302.85 433.28,301.69 431.68,300.45 C 430.11,299.16 428.5,297.87 426.97,296.51 C 420.78,291.1 415.01,285.17 409.2,279.26 C 403.4,273.34 397.53,267.45 391.33,261.91 C 389.57,260.33 387.79,258.8 385.98,257.28 C 384.95,256.42 383.91,255.58 382.87,254.74 C 382.22,254.3 381.56,253.87 380.86,253.48 C 379.91,252.94 378.9,252.5 377.85,252.16 C 376.83,251.83 375.79,251.59 374.75,251.48 C 372.71,251.18 370.63,250.8 369.14,249.52 L 368.57,250.16 C 370.28,251.7 372.55,252.11 374.59,252.46 C 376.65,252.74 378.54,253.43 380.3,254.47 C 380.99,254.87 381.66,255.33 382.31,255.8 C 385.06,258.11 387.75,260.49 390.37,262.95 C 396.41,268.59 402.11,274.58 407.79,280.62 C 413.47,286.65 419.14,292.73 425.31,298.37 C 426.84,299.79 428.44,301.14 430.04,302.5 C 431.68,303.84 433.4,305.09 435.19,306.24 C 436.36,306.99 438.16,308.03 440.06,308.98 C 440.11,309 440.16,309.03 440.2,309.05 C 442.1,309.99 445.15,311.22 445.8,311.14 C 445.92,311.12 445.92,311.12 446.04,311.1 H 446.06 C 445.98,310.17 445.9,309.46 445.9,309.44 Z
370	PLK1	P53350	ENSG00000166851	5347	PLK1	Serine/threonine-protein kinase PLK1	Other	PLK		0	none	#D3D3D3	549.658	371.685	none	0	0	5	#D3D3D3	1	black	545.8853	372.758	black	'Roboto-Bold'	3.25	PLK1	1	-1	M 543.96,365.34 C 542.66,364.68 541.29,364.24 539.94,363.84 C 537.67,363.19 535.24,362.48 533.36,361.18 C 533.01,360.94 532.69,360.68 532.38,360.4 C 531.83,359.88 531.02,359.51 530.28,359.41 C 530.26,359.41 530.23,359.4 530.2,359.4 C 529.96,359.37 529.74,359.34 529.51,359.32 C 517.01,357.77 504.44,357.27 492,355.89 C 485.63,355.18 479.26,354.29 473.06,352.84 C 469.96,352.11 466.93,351.2 463.98,350.05 C 462.46,349.47 460.98,348.93 459.57,348.28 C 458.18,347.62 456.81,346.9 455.79,345.95 C 455.29,345.51 454.89,345.02 454.63,344.51 C 452.04,332.85 450.11,321.05 448.99,309.17 L 445.99,309.46 C 446.14,311 446.33,312.54 446.51,314.08 C 447.52,322.53 448.92,330.93 450.66,339.25 C 450.92,340.51 451.65,343.92 451.75,344.38 C 451.87,344.81 452.01,345.25 452.23,345.63 C 452.69,346.53 453.33,347.27 454.02,347.86 C 454.58,348.33 455.17,348.75 455.77,349.12 C 458.15,350.59 460.78,351.34 463.17,352.24 C 466.23,353.39 469.4,354.29 472.58,354.99 C 478.95,356.39 485.38,357.19 491.81,357.81 C 504.68,359.05 517.56,359.36 530.32,360.82 C 530.58,360.85 530.84,360.88 531.1,360.91 C 531.35,361.02 531.58,361.17 531.8,361.37 C 532.9,362.36 534.24,363.06 535.58,363.57 C 536.93,364.09 538.31,364.44 539.66,364.8 C 541,365.17 542.32,365.58 543.54,366.17 C 544.76,366.76 545.87,367.56 546.65,368.62 L 547.34,368.12 C 546.48,366.89 545.25,365.99 543.96,365.34 Z
371	PLK2	Q9NYY3	ENSG00000145632	10769	PLK2	Serine/threonine-protein kinase PLK2	Other	PLK		0	none	#D3D3D3	572.17	371.591	none	0	0	5	#D3D3D3	1	black	568.8192	372.5377	black	'Roboto-Bold'	3.25	PLK2	1	-1	M 549.55,363 C 543.28,361.38 536.9,360.24 530.5,359.43 C 517.68,357.78 504.77,357.29 492.02,355.88 C 485.65,355.17 479.28,354.28 473.08,352.83 C 469.98,352.1 466.95,351.19 464,350.04 C 462.48,349.46 461,348.92 459.59,348.27 C 458.2,347.61 456.83,346.89 455.81,345.94 C 455.31,345.5 454.91,345.01 454.65,344.5 C 452.06,332.84 450.13,321.04 449.01,309.16 L 446.01,309.45 C 446.16,310.99 446.35,312.53 446.53,314.07 C 447.54,322.52 448.94,330.92 450.68,339.24 C 450.94,340.5 451.67,343.91 451.77,344.37 C 451.89,344.8 452.03,345.24 452.25,345.62 C 452.71,346.52 453.35,347.26 454.04,347.85 C 454.6,348.32 455.19,348.74 455.79,349.11 C 458.17,350.58 460.8,351.33 463.19,352.23 C 466.25,353.38 469.42,354.28 472.6,354.98 C 478.97,356.38 485.4,357.18 491.83,357.8 C 504.7,359.04 517.58,359.35 530.34,360.81 C 543.07,362.26 555.8,364.89 567.37,370.48 L 567.75,369.71 C 561.94,366.82 555.81,364.63 549.55,363 Z
372	PLK3	Q9H4B4	ENSG00000173846	1263	PLK3	Serine/threonine-protein kinase PLK3	Other	PLK		0	none	#D3D3D3	572.59	364.31	none	0	0	5	#D3D3D3	1	black	568.8829	365.4039	black	'Roboto-Bold'	3.25	PLK3	1	-1	M 567.42,364.82 C 566.89,365.25 566.17,365.45 565.44,365.47 C 564.71,365.49 563.96,365.33 563.21,365.11 C 562.46,364.89 561.69,364.63 560.87,364.44 C 560.06,364.26 559.24,364.14 558.42,364.08 C 556.75,363.95 555.13,364.27 553.65,364.05 C 553.28,364 552.91,363.92 552.55,363.82 C 551.55,363.53 550.55,363.25 549.55,362.99 C 543.28,361.37 536.9,360.23 530.5,359.42 C 517.68,357.77 504.77,357.28 492.02,355.87 C 485.65,355.16 479.28,354.27 473.08,352.82 C 469.98,352.09 466.95,351.18 464,350.03 C 462.48,349.45 461,348.91 459.59,348.26 C 458.2,347.6 456.83,346.88 455.81,345.93 C 455.31,345.49 454.91,345 454.65,344.49 C 452.06,332.83 450.13,321.03 449.01,309.15 L 446.01,309.44 C 446.16,310.98 446.35,312.52 446.53,314.06 C 447.54,322.51 448.94,330.91 450.68,339.23 C 450.94,340.49 451.67,343.9 451.77,344.36 C 451.89,344.79 452.03,345.23 452.25,345.61 C 452.71,346.51 453.35,347.25 454.04,347.84 C 454.6,348.31 455.19,348.73 455.79,349.1 C 458.17,350.57 460.8,351.32 463.19,352.22 C 466.25,353.37 469.42,354.27 472.6,354.97 C 478.97,356.37 485.4,357.17 491.83,357.79 C 504.7,359.03 517.58,359.34 530.34,360.8 C 537.71,361.64 545.07,362.88 552.22,364.85 C 552.28,364.87 552.33,364.88 552.39,364.9 C 552.75,364.99 553.11,365.06 553.48,365.1 C 554.55,365.23 555.59,365.15 556.59,365.09 C 557.2,365.05 557.79,365.03 558.37,365.07 C 559.94,365.13 561.41,365.52 562.97,365.99 C 563.76,366.2 564.6,366.38 565.48,366.35 C 566.34,366.32 567.26,366.07 567.97,365.47 Z
373	PLK4	O00444	ENSG00000142731	10733	PLK4	Serine/threonine-protein kinase PLK4	Other	PLK		0	none	#D3D3D3	510.66	352.644	none	0	0	5	#D3D3D3	1	black	506.6702	353.8599	black	'Roboto-Bold'	3.25	PLK4	1	-1	M 505.9,353.98 C 504.33,354.91 502.47,355.18 500.59,355.26 C 498.71,355.36 496.75,355.28 494.79,355.71 C 494.54,355.75 494.3,355.82 494.06,355.9 L 493.58,356.04 C 493.06,355.99 492.54,355.93 492.02,355.87 C 485.65,355.16 479.28,354.27 473.08,352.82 C 469.98,352.09 466.95,351.18 464,350.03 C 462.48,349.45 461,348.91 459.59,348.26 C 458.2,347.6 456.83,346.88 455.81,345.93 C 455.31,345.49 454.91,345 454.65,344.49 C 452.06,332.83 450.13,321.03 449.01,309.15 L 446.01,309.44 C 446.16,310.98 446.35,312.52 446.53,314.06 C 447.54,322.51 448.94,330.91 450.68,339.23 C 450.94,340.49 451.67,343.9 451.77,344.36 C 451.89,344.79 452.03,345.23 452.25,345.61 C 452.71,346.51 453.35,347.25 454.04,347.84 C 454.6,348.31 455.19,348.73 455.79,349.1 C 458.17,350.57 460.8,351.32 463.19,352.22 C 466.25,353.37 469.42,354.27 472.6,354.97 C 478,356.15 483.44,356.91 488.89,357.49 C 489.25,357.54 489.62,357.58 489.99,357.61 C 490.48,357.65 490.99,357.66 491.5,357.64 C 492.01,357.61 492.53,357.54 493.04,357.4 L 494.4,357 C 494.61,356.93 494.83,356.86 495.05,356.82 C 495.87,356.62 496.72,356.51 497.59,356.45 C 498.6,356.37 499.63,356.34 500.66,356.27 C 502.58,356.14 504.62,355.82 506.36,354.73 Z
374	PRKX	P51817	ENSG00000183943	5613	PRKX	cAMP-dependent protein kinase catalytic subunit PRKX	AGC	PKA		0	none	#D3D3D3	599.289	444.589	none	0	0	5	#D3D3D3	1	black	595.6891	445.7797	black	'Roboto-Bold'	3.25	PRKX	1	-1	M 595.11,442.34 C 592.96,442.36 590.84,441.77 588.84,440.93 C 586.82,440.09 584.88,439.02 582.88,438.03 C 580.88,437.05 578.8,436.11 576.53,435.67 C 576.12,435.61 575.72,435.51 575.32,435.4 C 570.34,432.7 565.27,430.21 560.32,427.54 C 551.8,423 543.64,417.68 537.26,410.47 C 536.02,409.09 534.84,407.67 533.72,406.19 C 533.39,405.76 533.07,405.32 532.75,404.88 C 532.44,404.44 531.96,403.76 531.39,403.34 C 530.91,402.96 530.39,402.64 529.89,402.4 C 529.8,402.36 529.71,402.31 529.63,402.28 C 529.6,402.27 529.58,402.26 529.55,402.24 C 510.4,393.27 491.69,383.27 474.91,370.49 C 472.57,368.71 470.28,366.88 468.03,364.99 C 466.91,364.05 465.79,363.09 464.69,362.12 C 463.54,361.11 462.38,360.21 461.37,359.25 C 459.36,357.46 458.21,354.88 456.96,352.2 C 456.36,350.89 455.87,349.51 455.46,348.1 C 452.45,335.27 450.25,322.27 449.02,309.16 L 446.02,309.45 C 446.17,310.99 446.35,312.53 446.53,314.07 C 447.54,322.52 448.94,330.92 450.68,339.24 C 451.05,341.03 451.43,342.81 451.82,344.59 C 452.05,345.63 452.3,346.68 452.58,347.72 C 453.1,349.61 453.73,351.49 454.58,353.31 C 455.22,354.65 455.86,356.02 456.65,357.37 C 457.15,358.24 457.77,359.13 458.46,359.92 C 458.83,360.35 459.22,360.75 459.63,361.11 C 460.78,362.18 461.96,363.08 463.04,364.01 C 464.16,364.99 465.3,365.95 466.45,366.9 C 468.75,368.79 471.09,370.63 473.47,372.42 C 490.97,385.51 510.38,395.59 530.14,404.58 C 530.21,404.63 530.27,404.67 530.34,404.72 C 530.75,405.03 530.98,405.35 531.38,405.9 C 532.83,407.88 534.4,409.78 536.06,411.59 C 539.38,415.21 543.11,418.45 547.13,421.25 C 551.14,424.07 555.38,426.51 559.69,428.77 C 563.7,430.88 572.85,435.52 573.4,435.77 C 574.34,436.21 575.32,436.56 576.36,436.7 C 577.24,436.86 578.11,437.11 578.97,437.41 C 580.16,437.83 581.32,438.36 582.47,438.91 C 584.46,439.87 586.42,440.93 588.51,441.77 C 590.59,442.62 592.84,443.23 595.15,443.19 Z
375	PRKY	O43930	ENSG00000099725	5616	PRKY	Serine/threonine-protein kinase PRKY	AGC	PKA		0	none	#D3D3D3	600.7	439.883	none	0	0	5	#D3D3D3	1	black	596.8724	441.1871	black	'Roboto-Bold'	3.25	PRKY	1	-1	M 595.98,439.62 C 594.95,439.87 593.91,439.86 592.88,439.59 C 591.85,439.34 590.84,438.89 589.78,438.51 C 588.72,438.13 587.56,437.8 586.34,437.87 C 585.18,437.96 584.12,438.15 583.13,437.98 C 582.63,437.9 582.23,437.71 581.69,437.45 C 580.05,436.69 578.34,436.02 576.52,435.66 C 576.11,435.6 575.71,435.5 575.31,435.39 C 570.33,432.69 565.26,430.2 560.31,427.53 C 551.79,422.99 543.63,417.67 537.25,410.46 C 536.01,409.08 534.83,407.66 533.71,406.18 C 533.38,405.75 533.06,405.31 532.74,404.87 C 532.43,404.43 531.95,403.75 531.38,403.33 C 530.9,402.95 530.38,402.63 529.88,402.39 C 529.79,402.35 529.7,402.3 529.62,402.27 C 529.59,402.26 529.57,402.25 529.54,402.23 C 510.39,393.26 491.68,383.26 474.9,370.48 C 472.56,368.7 470.27,366.87 468.02,364.98 C 466.9,364.04 465.78,363.08 464.68,362.11 C 463.53,361.1 462.37,360.2 461.36,359.24 C 459.35,357.45 458.2,354.87 456.95,352.19 C 456.35,350.88 455.86,349.5 455.45,348.09 C 452.44,335.26 450.24,322.26 449.01,309.15 L 446.01,309.44 C 446.16,310.98 446.34,312.52 446.52,314.06 C 447.53,322.51 448.93,330.91 450.67,339.23 C 451.04,341.02 451.42,342.8 451.81,344.58 C 452.04,345.62 452.29,346.67 452.57,347.71 C 453.09,349.6 453.72,351.48 454.57,353.3 C 455.21,354.64 455.85,356.01 456.64,357.36 C 457.14,358.23 457.76,359.12 458.45,359.91 C 458.82,360.34 459.21,360.74 459.62,361.1 C 460.77,362.17 461.95,363.07 463.03,364 C 464.15,364.98 465.29,365.94 466.44,366.89 C 468.74,368.78 471.08,370.62 473.46,372.41 C 490.96,385.5 510.37,395.58 530.13,404.57 C 530.2,404.62 530.26,404.66 530.33,404.71 C 530.74,405.02 530.97,405.34 531.37,405.89 C 532.82,407.87 534.39,409.77 536.05,411.58 C 539.37,415.2 543.1,418.44 547.12,421.24 C 551.13,424.06 555.37,426.5 559.68,428.76 C 563.69,430.87 572.84,435.51 573.39,435.76 C 574.33,436.2 575.31,436.55 576.35,436.69 C 577.23,436.85 578.1,437.1 578.96,437.4 C 579.76,437.68 580.56,438.02 581.34,438.37 C 581.48,438.44 581.64,438.51 581.8,438.58 C 582.16,438.74 582.57,438.89 582.99,438.94 C 583.61,439.04 584.22,439.03 584.81,438.98 C 585.37,438.93 585.91,438.86 586.42,438.81 C 587.43,438.74 588.47,439.01 589.5,439.36 C 590.53,439.71 591.57,440.17 592.7,440.44 C 593.83,440.72 595.07,440.72 596.2,440.43 Z
376	PRP4	Q13523	ENSG00000112739	8899	PRPF4B	Serine/threonine-protein kinase PRP4 homolog	CMGC	DYRK	PRP4	0	none	#D3D3D3	320.081	262.89	none	0	0	5	#D3D3D3	1	black	315.7813	264.3902	black	'Roboto-Bold'	3.25	PRP4	1	-1	M 322.98,282 C 322.71,281.63 322.87,281.58 322.96,280.81 C 323.08,279.97 323.06,279.1 322.9,278.26 C 322.74,277.42 322.41,276.63 322.06,275.89 C 321.34,274.42 320.44,273.1 319.83,271.69 C 319.22,270.3 318.89,268.74 319.31,267.34 L 318.5,267.08 C 317.97,268.77 318.36,270.54 318.99,272.04 C 319.63,273.57 320.52,274.91 321.18,276.31 C 321.86,277.68 322.17,279.12 321.94,280.59 C 321.94,280.61 321.94,280.63 321.93,280.65 C 321.89,281.03 321.66,281.66 321.61,282.19 C 321.58,282.46 321.68,282.84 321.82,283.05 C 321.98,283.27 322.13,283.49 322.29,283.71 C 323.48,285.41 324.63,287.14 325.72,288.92 C 326.21,289.72 326.7,290.54 327.17,291.36 C 327.57,291.98 328.07,292.5 328.59,292.96 C 329.82,293.83 331.05,294.7 332.28,295.56 C 337.4,299.13 342.61,302.6 348.04,305.74 C 354.34,309.44 361.16,312.6 368.05,315.17 C 369.21,315.6 370.36,316.02 371.52,316.42 L 372.29,316.68 C 372.58,316.77 372.88,316.85 373.17,316.91 C 373.76,317.03 374.35,317.1 374.92,317.12 C 375.39,317.14 375.84,317.13 376.29,317.11 C 376.64,317.09 392.76,316.25 400.7,315.89 C 408.59,315.57 416.47,315.01 424.32,314.16 C 431.6,313.37 438.94,312.42 446.18,311.08 C 446.08,310.17 446.01,309.45 446,309.43 C 445.97,308.95 445.97,308.46 445.98,307.98 C 435.49,310.14 417.28,312.57 400.59,313.43 C 391.92,313.83 383.26,314.29 374.59,314.79 C 374.19,314.77 373.79,314.73 373.42,314.66 C 373.19,314.62 372.98,314.56 372.76,314.5 L 372.02,314.26 C 364.03,311.61 356.29,308.27 348.99,304.08 C 342.32,300.31 335.94,296.03 329.6,291.64 C 329.19,291.28 328.83,290.91 328.55,290.47 C 326.85,287.61 324.99,284.74 322.98,282 Z
377	PRPK	Q96S44	ENSG00000172315	112858	TP53RK	TP53-regulating kinase	Other	Bud32		0	none	#D3D3D3	483.594	306.763	none	0	0	5	#D3D3D3	1	black	480.5641	308.0613	black	'Roboto-Bold'	3.25	PRPK	1	-1	M 479.22,306.23 C 475.92,306.42 472.6,306.07 469.5,305.06 C 466.39,304.08 463.55,302.35 460.44,300.91 C 458.86,300.2 457.31,299.54 455.54,299.1 C 454.05,298.73 452.39,298.63 450.77,299.02 C 450.48,299.09 450.2,299.17 449.91,299.28 C 448.98,299.61 447.99,300.17 447.28,301.18 C 447.1,301.43 446.96,301.7 446.84,301.99 C 446.82,302.04 446.8,302.1 446.78,302.15 C 446.71,302.33 446.65,302.5 446.6,302.69 C 446.45,303.15 446.35,303.61 446.26,304.07 C 446.02,305.37 445.97,306.65 445.97,307.89 C 445.96,308.39 445.97,308.95 446,309.45 L 449,309.16 C 448.89,307.45 449.05,305.8 449.37,304.11 C 449.69,302.46 451.09,301.17 452.77,301.09 C 455.02,300.98 457.65,301.91 459.66,302.69 C 462.7,303.9 465.73,305.53 469.09,306.41 C 472.42,307.29 475.9,307.47 479.27,307.09 Z
378	PSKH1	P11801	ENSG00000159792	5681	PSKH1	Serine/threonine-protein kinase H1	CAMK	PSK		0	none	#D3D3D3	571.917	518.23	none	0	0	5	#D3D3D3	1	black	568.1667	519.355	black	'Roboto-Bold'	3.25	PSKH1	1	-1	M 556.11,506.92 C 555.93,506.81 555.76,506.7 555.58,506.61 C 555,506.29 554.41,506 553.82,505.72 C 553.54,505.59 553.25,505.48 552.97,505.35 C 549.49,503.75 545.9,502.46 542.37,501.09 C 541.74,500.85 541.12,500.6 540.5,500.35 C 538.77,499.66 537.06,498.93 535.38,498.14 C 535.35,498.13 535.32,498.11 535.29,498.1 C 534.55,497.75 533.82,497.38 533.1,497.01 C 532.98,496.95 532.85,496.89 532.73,496.82 C 531.93,496.39 531.13,495.94 530.36,495.47 C 530.31,495.44 530.27,495.41 530.22,495.38 C 529.73,495.08 529.24,494.76 528.76,494.44 C 528.69,494.39 528.63,494.35 528.56,494.3 C 528.1,493.98 527.64,493.65 527.19,493.31 C 527.13,493.26 527.06,493.21 527,493.16 C 526.57,492.83 526.14,492.49 525.72,492.14 C 525.62,492.06 525.52,491.97 525.43,491.88 C 525.06,491.56 524.7,491.24 524.34,490.9 C 524.2,490.76 524.06,490.63 523.92,490.49 C 523.63,490.2 523.34,489.91 523.06,489.61 C 522.87,489.41 522.69,489.2 522.51,488.99 C 522.3,488.75 522.09,488.5 521.88,488.25 C 521.56,487.86 521.25,487.46 520.96,487.05 C 520.81,486.83 519.81,485.31 519.43,484.75 C 519.24,484.47 519.03,484.2 518.82,483.92 C 511.2,472.78 503.5,461.7 496,450.48 C 488.87,440.2 483.53,428.87 478.74,417.3 C 473.97,405.7 469.3,394.06 465.3,382.2 C 461.68,371.57 458.5,360.79 455.88,349.87 C 455.7,349.13 453.54,339.45 453.1,337.19 C 453.03,336.84 452.08,331.77 451.71,329.58 C 451.53,328.53 450.88,324.47 450.73,323.5 C 450.44,321.57 449.78,316.39 449.7,315.74 C 449.44,313.54 449.21,311.35 449,309.15 L 446,309.44 C 446.14,310.8 446.91,317.2 446.94,317.42 C 447.22,319.58 447.94,324.33 447.94,324.33 C 448.3,326.6 449.23,331.89 449.3,332.28 C 449.65,334.18 450.74,339.54 450.91,340.32 C 451.23,341.84 451.57,343.35 451.92,344.86 C 452.42,347.04 453.51,351.48 453.52,351.53 C 456.18,362.17 459.35,372.68 462.96,383.02 C 467.08,394.93 471.85,406.58 476.71,418.17 C 481.6,429.74 487.11,441.24 494.4,451.58 L 519.38,487.61 C 520.8,489.62 522.78,491.39 524.69,492.96 C 524.81,493.06 525.35,493.49 525.38,493.51 C 525.71,493.77 526.03,494.04 526.37,494.29 C 526.51,494.4 526.66,494.49 526.81,494.6 C 526.86,494.64 526.91,494.67 526.96,494.71 C 527.46,495.06 527.96,495.41 528.47,495.74 C 529.23,496.23 530.01,496.69 530.8,497.13 C 530.91,497.19 531.02,497.25 531.13,497.31 C 531.88,497.73 532.65,498.12 533.42,498.5 C 533.55,498.56 533.68,498.63 533.81,498.69 C 534.6,499.07 535.4,499.44 536.21,499.79 C 536.26,499.81 536.31,499.83 536.36,499.85 C 537.71,500.44 539.07,500.99 540.44,501.52 C 542.64,502.38 551.42,505.76 551.77,505.91 C 552.84,506.37 553.89,506.86 554.93,507.38 C 555.17,507.5 555.4,507.64 555.63,507.76 C 556.48,508.2 557.33,508.65 558.16,509.13 C 561.59,511.11 564.84,513.41 567.81,516.04 L 568.38,515.4 C 564.66,512.08 560.51,509.26 556.11,506.92 Z
